drug_name,g2032r_score,wt_score,met_score,composite_score,mw,tpsa,clogp,cns_mpo,cns_penetrant,target,is_known_ros1_tki,is_candidate,source
Tegoprazan,-8.38,,,-8.88,387.4,67.5,3.75,4.89,True,ATPase,False,False,selleckchem_L1300
Indacaterol Maleate,-8.38,,,-8.88,392.5,85.4,3.15,4.04,False,Adrenergic Receptor,False,False,selleckchem_L1300
Sophoridine,-8.38,,,-8.88,248.4,23.6,1.87,4.77,True,Apoptosis related,False,False,selleckchem_L1300
Regorafenib (BAY 73-4506),-8.88,,,-8.88,482.8,92.3,5.69,1.82,False,"Autophagy,c-Kit,c-RET,PDGFR,Raf,VEGFR",False,True,selleckchem_L1300
Lumateperone,-8.88,,,-8.88,393.5,26.8,3.92,3.96,True,5-HT Receptor,False,True,selleckchem_L1300
Baicalein,-8.37,,,-8.87,270.2,90.9,2.58,4.7,False,"P450 (e.g. CYP17),PREP",False,False,selleckchem_L1300
Avatrombopag,-8.87,,,-8.87,649.7,101.9,6.58,1.65,False,TpoR,False,True,selleckchem_L1300
Vorapaxar (MK-5348),-8.87,,,-8.87,492.6,77.5,5.63,2.83,False,PAR,False,True,selleckchem_L1300
Lanraplenib (GS-9876),-8.87,,,-8.87,443.5,109.7,2.03,3.37,False,Syk,False,True,selleckchem_L1300
Bexarotene (LGD1069),-8.36,,,-8.86,348.5,37.3,6.1,4.05,True,Retinoid Receptor,False,False,selleckchem_L1300
Progesterone (NSC 9704),-8.36,,,-8.86,314.5,34.1,4.72,4.27,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Budesonide,-8.36,,,-8.86,430.5,93.1,2.72,4.34,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Altrenogest,-8.36,,,-8.86,310.4,37.3,4.28,4.59,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Siponimod (BAF312),-8.85,,,-8.85,516.6,62.1,6.77,2.75,False,S1P Receptor,False,True,selleckchem_L1300
Fostemsavir,-8.85,,,-8.85,583.5,182.2,1.17,2.25,False,gp120/CD4,False,True,selleckchem_L1300
Glycocholic acid,-8.85,,,-8.85,465.6,127.1,2.56,1.87,False,Others,False,True,selleckchem_L1300
Rebamipide,-8.35,,,-8.85,370.8,99.3,2.61,4.17,False,CCK receptor,False,False,selleckchem_L1300
Desoximetasone,-8.34,,,-8.84,376.5,74.6,2.78,5.07,True,Glucocorticoid Receptor,False,False,selleckchem_L1300
Ondansetron Hydrochloride Dihydrate,-8.34,,,-8.84,293.4,39.8,3.13,5.89,True,5-HT Receptor,False,False,selleckchem_L1300
Ivosidenib (AG-120),-8.84,,,-8.84,583.0,119.3,4.32,1.79,False,Dehydrogenase,False,True,selleckchem_L1300
Ondansetron HCl,-8.34,,,-8.84,293.4,39.8,3.13,5.89,True,5-HT Receptor,False,False,selleckchem_L1300
Nomegestrol Acetate,-8.34,,,-8.84,370.5,60.4,4.19,5.0,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
methylnaltrexone bromide,-8.34,,,-8.84,356.4,66.8,1.67,5.25,True,Opioid Receptor,False,False,selleckchem_L1300
Toceranib phosphate,-8.33,,,-8.83,396.5,77.2,3.09,4.29,False,"PDGFR,VEGFR",False,False,selleckchem_L1300
Momelotinib (CYT387),-8.33,,,-8.83,414.5,103.2,2.98,4.01,False,"Apoptosis related,Autophagy,JAK",False,False,selleckchem_L1300
Axitinib (AG 013736),-8.83,,,-8.83,386.5,70.7,4.64,3.74,True,"c-Kit,PDGFR,VEGFR",False,True,selleckchem_L1300
Melengestrol Acetate,-8.32,,,-8.82,396.5,60.4,4.74,4.3,True,CYP450,False,False,selleckchem_L1300
Peimine,-8.82,,,-8.82,431.7,63.9,3.68,3.47,False,Immunology & Inflammation related,False,True,selleckchem_L1300
Pazopanib HCl (GW786034 HCl),-8.82,,,-8.82,437.5,119.0,3.14,2.86,False,"Autophagy,c-Kit,CSF-1R,FGFR,PDGFR,VEGFR",False,True,selleckchem_L1300
Mianserin HCl,-8.32,,,-8.82,264.4,6.5,3.08,4.44,True,Histamine Receptor,False,False,selleckchem_L1300
Betamethasone sodium phosphate,-8.82,,,-8.82,470.4,147.0,0.75,2.57,False,Immunology & Inflammation related,False,True,selleckchem_L1300
Valemetostat (DS-3201),-8.81,,,-8.81,488.0,83.7,4.49,2.76,False,EZH1/2,False,True,selleckchem_L1300
Tadalafil (IC351),-8.31,,,-8.81,389.4,74.9,2.21,5.43,True,PDE,False,False,selleckchem_L1300
Tetracycline HCl,-8.81,,,-8.81,444.4,181.6,-0.21,2.1,False,"Antibiotics,Antibiotics for Mammalian Cell Culture,Selection Antibiotics for Transfected Cell",False,True,selleckchem_L1300
Cefonicid sodium,-8.81,,,-8.81,540.6,210.6,-2.59,2.25,False,"Antibiotics,Bacterial",False,True,selleckchem_L1300
Indinavir Sulfate,-8.8,,,-8.8,613.8,118.0,2.87,1.6,False,"COVID-19,HIV Protease",False,True,selleckchem_L1300
Ethinyl Estradiol,-8.3,,,-8.8,296.4,40.5,3.61,4.79,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Dithranol,-8.3,,,-8.8,226.2,57.5,2.23,5.25,True,Others,False,False,selleckchem_L1300
Oxymatrine,-8.3,,,-8.8,264.4,43.4,1.88,6.0,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Ranolazine 2HCl,-8.3,,,-8.8,427.5,74.3,2.31,4.53,True,Calcium Channel,False,False,selleckchem_L1300
Brilliant Blue G,-8.8,,,-8.8,831.0,141.9,8.96,1.25,False,"Dyes,P2 Receptor",False,True,selleckchem_L1300
Daunorubicin (RP 13057) HCl,-8.79,,,-8.79,527.5,185.8,1.03,1.5,False,"ADC Cytotoxin,Antineoplastic and Immunosuppressive Antibiotics,Apoptosis related,COVID-19,DNA/RNA Synthesis,Topoisomerase",False,True,selleckchem_L1300
Dehydroandrographolide,-8.29,,,-8.79,332.4,66.8,3.12,5.16,True,Chloride Channel,False,False,selleckchem_L1300
Rhodamine 123,-8.29,,,-8.79,344.4,89.3,4.05,4.46,False,"ATPase,Dyes",False,False,selleckchem_L1300
Orelabrutinib (ICP-022),-8.79,,,-8.79,427.5,85.5,4.53,3.88,False,BTK,False,True,selleckchem_L1300
Olmesartan Medoxomil,-8.79,,,-8.79,558.6,162.2,4.17,1.37,False,Angiotensin Receptor,False,True,selleckchem_L1300
Verbascoside,-8.78,,,-8.78,624.6,245.3,-1.02,1.5,False,Immunology & Inflammation related,False,True,selleckchem_L1300
Belinostat (PXD101),-8.28,,,-8.78,318.4,95.5,2.01,4.47,False,"Autophagy,HDAC",False,False,selleckchem_L1300
Crizotinib hydrochloride,-8.472,-8.625,-10.166,-8.772,450.3,78.0,5.04,2.78,False,"ALK,Autophagy,c-Met,ROS1",True,False,selleckchem_L1300
Prednisolone Acetate,-8.27,,,-8.77,402.5,100.9,2.13,4.25,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Acalabrutinib (ACP-196),-8.77,,,-8.77,465.5,118.5,3.31,2.46,False,BTK,False,True,selleckchem_L1300
Closantel Sodium,-8.77,,,-8.77,662.1,76.0,6.49,2.75,False,Bacterial,False,True,selleckchem_L1300
Diclazuril,-8.27,,,-8.77,407.6,91.5,3.54,4.76,False,Parasite,False,False,selleckchem_L1300
Linagliptin (BI-1356),-8.76,,,-8.76,472.6,116.9,1.15,3.2,False,"Autophagy,Ferroptosis",False,True,selleckchem_L1300
Abemaciclib (LY2835219),-8.75,,,-8.75,506.6,75.0,4.94,2.8,False,CDK,False,True,selleckchem_L1300
Fludrocortisone acetate,-8.25,,,-8.75,422.5,100.9,2.44,4.04,False,Others,False,False,selleckchem_L1300
Raltegravir potassium,-8.75,,,-8.75,443.4,155.1,0.28,2.86,False,Integrase,False,True,selleckchem_L1300
Ambrisentan,-8.25,,,-8.75,378.4,81.5,3.52,5.17,False,Endothelin Receptor,False,False,selleckchem_L1300
Cortisone acetate,-8.24,,,-8.74,402.5,97.7,2.56,4.91,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Tofogliflozin(CSG 452),-8.74,,,-8.74,386.4,99.4,1.0,3.75,False,SGLT,False,True,selleckchem_L1300
Crizotinib (PF-02341066),-8.439,-8.613,-10.19,-8.739,450.3,78.0,5.04,2.78,False,"ALK,Autophagy,c-Met,ROS1",True,False,selleckchem_L1300
Reserpine,-8.73,,,-8.73,608.7,117.8,4.17,1.98,False,VMAT,False,True,selleckchem_L1300
Cefpirome sulfate,-8.73,,,-8.73,514.6,153.9,-1.04,2.25,False,Bacterial,False,True,selleckchem_L1300
Imatinib (STI571) Mesylate,-8.72,,,-8.72,493.6,86.3,4.59,2.63,False,"Autophagy,Bcr-Abl,c-Kit,PDGFR",False,True,selleckchem_L1300
CP21R7 (CP21),-8.22,,,-8.72,317.3,77.1,2.33,5.25,True,"GSK-3,Wnt/beta-catenin",False,False,selleckchem_L8000
Doxazosin Mesylate,-8.72,,,-8.72,451.5,112.3,1.72,3.66,False,Adrenergic Receptor,False,True,selleckchem_L1300
(-)-Epigallocatechin Gallate,-8.71,,,-8.71,458.4,197.4,2.23,1.95,False,"DNA Methyltransferase,EGFR,Fatty Acid Synthase,HER2,Telomerase",False,True,selleckchem_L1300
Flumequine,-8.21,,,-8.71,261.3,59.3,2.35,5.75,True,Topoisomerase,False,False,selleckchem_L1300
2-Methoxyestradiol (2-MeOE2),-8.21,,,-8.71,302.4,49.7,3.62,4.79,True,"Apoptosis related,Autophagy,HIF,Microtubule Associated",False,False,selleckchem_L1300
Flavone,-8.21,,,-8.71,222.2,30.2,3.46,4.92,True,Apoptosis related,False,False,selleckchem_L1300
Amenamevir,-8.71,,,-8.71,482.6,122.5,3.15,2.82,False,DNA/RNA Synthesis,False,True,selleckchem_L1300
Liarozole dihydrochloride,-8.21,,,-8.71,308.8,46.5,4.05,4.96,True,P450 (e.g. CYP17),False,False,selleckchem_L8000
Baicalin (NSC-661431),-8.71,,,-8.71,446.4,187.1,0.14,2.07,False,"GABA Receptor,PREP",False,True,selleckchem_L1300
Methacycline HCl,-8.71,,,-8.71,442.4,181.6,-0.44,2.12,False,Antibiotics,False,True,selleckchem_L1300
MK-2048,-8.71,,,-8.71,461.9,109.5,2.14,3.19,False,Integrase,False,True,selleckchem_L1300
Cefpiramide,-8.7,,,-8.7,612.7,212.5,-0.09,1.5,False,"Antineoplastic and Immunosuppressive Antibiotics,Bacterial",False,True,selleckchem_L1300
Maraviroc (UK-427857),-8.7,,,-8.7,513.7,63.1,5.95,2.75,False,"CCR,HIV",False,True,selleckchem_L1300
Sorafenib (BAY 43-9006),-8.7,,,-8.7,464.8,92.4,5.55,2.01,False,"Apoptosis related,Autophagy,Ferroptosis,FLT3,PDGFR,Raf,VEGFR",False,True,selleckchem_L1300
Nefazodone hydrochloride,-8.2,,,-8.7,470.0,55.5,3.55,4.41,False,5-HT Receptor,False,False,selleckchem_L1300
Cholic acid,-8.7,,,-8.7,408.6,98.0,3.45,3.24,False,Others,False,True,selleckchem_L1300
Doxycycline monohydrate,-8.69,,,-8.69,444.4,181.6,-0.35,2.1,False,Antibiotics,False,True,selleckchem_L1300
Ezetimibe (SCH-58235),-8.69,,,-8.69,409.4,60.8,4.89,3.3,True,LDL,False,True,selleckchem_L1300
Mequitazine,-8.69,,,-8.69,322.5,6.5,4.63,3.28,True,Histamine Receptor,False,True,selleckchem_L1300
Candesartan (CV-11974),-8.69,,,-8.69,440.5,118.8,4.03,2.18,False,Angiotensin Receptor,False,True,selleckchem_L1300
Idelalisib,-8.69,,,-8.69,415.4,101.4,3.75,3.52,False,"Autophagy,PI3K",False,True,selleckchem_L1300
Trazodone HCl,-8.19,,,-8.69,371.9,45.8,2.36,5.87,True,5-HT Receptor,False,False,selleckchem_L1300
Loperamide HCl,-8.68,,,-8.68,477.0,43.8,5.09,3.0,False,"Autophagy,Opioid Receptor",False,True,selleckchem_L1300
Diacerein,-8.18,,,-8.68,368.3,124.0,2.01,4.16,False,Interleukins,False,False,selleckchem_L1300
tirabrutinib(ONO-4059) hydrochloride,-8.68,,,-8.68,454.5,108.3,2.75,3.82,False,BTK,False,True,selleckchem_L1300
Carbamazepine,-8.18,,,-8.68,236.3,46.3,3.39,5.46,True,"Autophagy,Sodium Channel",False,False,selleckchem_L1300
Acid Yellow 36,-8.18,,,-8.68,352.4,94.0,4.75,4.24,False,Others,False,False,selleckchem_L1300
Pimozide,-8.68,,,-8.68,461.6,41.0,5.86,3.16,False,"5-HT Receptor,Adrenergic Receptor,Dopamine Receptor,STAT",False,True,selleckchem_L1300
Alosetron Hydrochloride,-8.18,,,-8.68,294.4,53.9,2.41,5.75,True,5-HT Receptor,False,False,selleckchem_L1300
Cinchophen,-8.17,,,-8.67,249.3,50.2,3.6,5.3,True,Others,False,False,selleckchem_L1300
Trifluoperazine,-8.67,,,-8.67,407.5,9.7,4.95,2.53,True,Dopamine Receptor,False,True,selleckchem_L1300
Ranolazine,-8.17,,,-8.67,427.5,74.3,2.31,4.53,True,Calcium Channel,False,False,selleckchem_L1300
Doravirine (MK-1439),-8.17,,,-8.67,425.8,105.7,2.65,4.26,False,Reverse Transcriptase,False,False,selleckchem_L1300
Diosmin,-8.66,,,-8.66,608.5,238.2,-1.09,1.5,False,AhR,False,False,selleckchem_L1300
Oxacillin sodium,-8.16,,,-8.66,400.4,115.6,0.56,4.04,False,"Antibiotics,Antineoplastic and Immunosuppressive Antibiotics",False,False,selleckchem_L1300
Daclatasvir (BMS-790052),-8.66,,,-8.66,738.9,174.6,6.22,0.0,False,HCV Protease,False,False,selleckchem_L1300
Ramosetron Hydrochloride,-8.15,,,-8.65,279.3,50.7,2.89,5.75,True,5-HT Receptor,False,False,selleckchem_L1300
Trelagliptin,-8.15,,,-8.65,357.4,97.0,0.53,5.4,False,DPP,False,False,selleckchem_L1300
Novobiocin Sodium (NSC 2382),-8.65,,,-8.65,611.6,202.8,3.0,1.5,False,"Antineoplastic and Immunosuppressive Antibiotics,Topoisomerase",False,False,selleckchem_L1300
Amonafide,-8.15,,,-8.65,283.3,66.6,1.58,5.75,True,Topoisomerase,False,False,selleckchem_L1300
Prednisolone disodium phosphate,-8.65,,,-8.65,438.4,147.0,0.41,2.91,False,Anti-infection,False,False,selleckchem_L1300
Triptonide,-8.14,,,-8.64,358.4,81.0,1.31,6.0,False,Wnt/beta-catenin,False,False,selleckchem_L1300
Camptothecin (NSC-100880),-8.14,,,-8.64,348.4,81.4,2.08,5.75,False,"ADC Cytotoxin,Apoptosis related,MicroRNA,Topoisomerase",False,False,selleckchem_L1300
Medroxyprogesterone,-8.14,,,-8.64,344.5,54.4,4.08,4.94,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Betulin,-8.64,,,-8.64,442.7,40.5,7.0,2.86,True,Fatty Acid Synthase,False,False,selleckchem_L1300
Asiaticoside,-8.64,,,-8.64,959.1,315.2,-1.03,1.5,False,ROS,False,False,selleckchem_L1300
crizotinib,-8.331,-8.462,-9.584,-8.631,447.3,76.8,5.7,2.81,True,ROS1,True,False,control
(-)-Epicatechin gallate,-8.63,,,-8.63,442.4,177.1,2.53,2.12,False,COX,False,False,selleckchem_L1300
Prednisone (NSC-10023),-8.13,,,-8.63,358.4,91.7,1.77,5.17,False,"Glucocorticoid Receptor,Immunology & Inflammation related",False,False,selleckchem_L1300
Olutasidenib (FT-2102),-8.13,,,-8.63,354.8,90.7,2.92,5.22,False,Dehydrogenase,False,False,selleckchem_L1300
Ruxolitinib Phosphate,-8.13,,,-8.63,306.4,83.2,3.47,5.4,False,"Apoptosis related,Autophagy,JAK,Mitophagy",False,False,selleckchem_L1300
Tropisetron,-8.12,,,-8.62,284.4,45.3,2.95,5.75,True,"5-HT Receptor,AChR",False,False,selleckchem_L1300
Alvimopan dihydrate (LY246736 dihydrate),-8.12,,,-8.62,424.5,89.9,3.05,4.02,False,Opioid Receptor,False,False,selleckchem_L1300
Cabozantinib (BMS-907351),-8.62,,,-8.62,501.5,98.8,5.54,1.81,False,"Apoptosis related,Axl,c-Met,VEGFR",False,False,selleckchem_L1300
Ruxolitinib (INCB018424),-8.12,,,-8.62,306.4,83.2,3.47,5.4,False,"Apoptosis related,Autophagy,JAK,Mitophagy",False,False,selleckchem_L1300
Alectinib (CH5424802) hydrochloride,-8.62,,,-8.62,482.6,72.4,4.77,3.11,False,ALK,False,False,selleckchem_L1300
Moxifloxacin (BAY12-8039) HCl,-8.12,,,-8.62,401.4,83.8,2.37,4.81,False,Topoisomerase,False,False,selleckchem_L1300
Vincamine,-8.12,,,-8.62,354.5,54.7,2.95,5.75,True,Others,False,False,selleckchem_L1300
Flunarizine 2HCl,-8.61,,,-8.61,404.5,6.5,5.39,2.52,True,Calcium Channel,False,False,selleckchem_L1300
Pranlukast,-8.61,,,-8.61,481.5,123.0,4.63,1.23,False,Immunology & Inflammation related,False,False,selleckchem_L1300
Prednisolone (NSC-9900),-8.11,,,-8.61,360.5,94.8,1.56,4.5,False,"Glucocorticoid Receptor,Immunology & Inflammation related",False,False,selleckchem_L1300
Trifluoperazine 2HCl,-8.61,,,-8.61,407.5,9.7,4.95,2.53,True,Dopamine Receptor,False,False,selleckchem_L1300
Estriol,-8.11,,,-8.61,288.4,60.7,2.58,4.75,False,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Megestrol,-8.11,,,-8.61,342.5,54.4,4.0,5.0,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Montelukast,-8.61,,,-8.61,586.2,70.4,8.95,2.25,False,LTR,False,False,selleckchem_L1300
Megestrol Acetate,-8.11,,,-8.61,384.5,60.4,4.58,4.56,True,"Androgen Receptor,Estrogen/progestogen Receptor",False,False,selleckchem_L1300
Pregnenolone,-8.1,,,-8.6,316.5,37.3,4.52,4.41,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Dioscin,-8.6,,,-8.6,869.1,235.7,1.24,1.5,False,Others,False,False,selleckchem_L1300
Allopregnanolone,-8.1,,,-8.6,318.5,37.3,4.6,4.35,True,GABA Receptor,False,False,selleckchem_L1300
Deoxycorticosterone acetate,-8.1,,,-8.6,372.5,60.4,4.27,4.92,True,Adrenergic Receptor,False,False,selleckchem_L1300
Mevastatin,-8.1,,,-8.6,390.5,72.8,3.95,4.71,True,HMG-CoA Reductase,False,False,selleckchem_L1300
Mefloquine HCl,-8.6,,,-8.6,378.3,45.2,4.45,3.97,True,Anti-infection,False,False,selleckchem_L1300
Lesinurad sodium,-8.1,,,-8.6,403.3,70.8,2.9,5.54,True,OAT,False,False,selleckchem_L1300
Vemurafenib (PLX4032),-8.6,,,-8.6,489.9,91.9,5.54,2.26,False,"Autophagy,Raf",False,False,selleckchem_L1300
Selpercatinib (LOXO-292),-8.59,,,-8.59,525.6,112.0,3.28,2.93,False,c-RET,False,False,selleckchem_L1300
Norethindrone acetate,-8.09,,,-8.59,340.5,43.4,4.06,5.2,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Peficitinib (ASP015K),-8.59,,,-8.59,326.4,104.0,2.01,3.8,False,JAK,False,False,selleckchem_L1300
Ciprofloxacin hydrochloride hydrate,-8.09,,,-8.59,331.3,74.6,1.58,5.25,True,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Dotinurad,-8.09,,,-8.59,358.2,74.7,3.09,5.68,True,OAT,False,False,selleckchem_L1300
Osimertinib (AZD9291),-8.59,,,-8.59,499.6,87.5,4.51,2.62,False,EGFR,False,False,selleckchem_L1300
Ebastine,-8.59,,,-8.59,469.7,29.5,7.22,2.54,False,Histamine Receptor,False,False,selleckchem_L1300
Sorafenib (BAY 43-9006) tosylate,-8.59,,,-8.59,464.8,92.3,5.55,2.01,False,"Apoptosis related,Autophagy,c-Kit,Ferroptosis,FGFR,FLT3,PDGFR,Raf,VEGFR",False,False,selleckchem_L1300
Efavirenz,-8.09,,,-8.59,315.7,38.3,4.07,4.82,True,Reverse Transcriptase,False,False,selleckchem_L1300
Tipifarnib (R115777),-8.59,,,-8.59,489.4,65.8,5.5,2.86,False,"FTase,Transferase",False,False,selleckchem_L1300
Flufenamic acid,-8.09,,,-8.59,281.2,49.3,4.15,4.39,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Scutellarin,-8.59,,,-8.59,462.4,207.3,-0.15,1.9,False,,False,False,selleckchem_L1300
Anamorelin,-8.59,,,-8.59,546.7,114.8,2.72,2.01,False,GHSR,False,False,selleckchem_L1300
Sultamicillin,-8.58,,,-8.58,594.7,182.5,-0.59,2.25,False,,False,False,selleckchem_L1300
Lesinurad,-8.08,,,-8.58,404.3,68.0,4.24,4.35,True,OAT,False,False,selleckchem_L1300
Penfluridol,-8.58,,,-8.58,524.0,23.5,7.53,1.51,False,Dopamine Receptor,False,False,selleckchem_L1300
Levofloxacin,-8.08,,,-8.58,361.4,75.0,1.54,5.74,True,Topoisomerase,False,False,selleckchem_L1300
Adagrasib (MRTX849),-8.58,,,-8.58,604.1,88.8,4.73,3.2,False,Ras,False,False,selleckchem_L1300
Daclatasvir Dihydrochloride,-8.58,,,-8.58,738.9,174.6,6.22,0.0,False,HCV Protease,False,False,selleckchem_L1300
Ceftriaxone Sodium,-8.57,,,-8.57,552.6,220.9,-3.17,2.25,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Dexamethasone Acetate,-8.57,,,-8.57,434.5,100.9,2.47,3.91,False,"Complement System,COVID-19,IL Receptor",False,False,selleckchem_L1300
Methylprednisolone Acetate,-8.07,,,-8.57,416.5,100.9,2.37,4.1,False,"ACE,Apoptosis related,Autophagy,Glucocorticoid Receptor,Immunology & Inflammation related,Interleukins",False,False,selleckchem_L1300
Imidafenacin,-8.06,,,-8.56,319.4,60.9,3.05,5.71,True,AChR,False,False,selleckchem_L1300
Oxytetracycline hydrochloride,-8.56,,,-8.56,460.4,201.8,-1.4,1.92,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Trametinib (GSK1120212),-8.56,,,-8.56,615.4,107.1,3.94,2.19,False,"Apoptosis related,Autophagy,MEK",False,False,selleckchem_L1300
Flubendazole,-8.06,,,-8.56,313.3,84.1,3.11,5.17,False,"Autophagy,Parasite",False,False,selleckchem_L1300
Vilazodone,-8.55,,,-8.55,441.5,102.3,4.03,2.99,False,"5-HT Receptor,Serotonin Transporter",False,False,selleckchem_L1300
Alvimopan,-8.05,,,-8.55,424.5,89.9,3.05,4.02,False,Opioid Receptor,False,False,selleckchem_L1300
Testosterone acetate,-8.05,,,-8.55,330.5,43.4,4.45,4.91,True,Others,False,False,selleckchem_L1300
Pimitespib (TAS-116),-8.55,,,-8.55,454.5,109.4,3.79,3.17,False,HSP (HSP90),False,False,selleckchem_L1300
Nadifloxacin,-8.05,,,-8.55,360.4,82.8,2.31,5.25,False,Antibiotics,False,False,selleckchem_L1300
Ceftriaxone disodium salt hemi (heptahydrate),-8.55,,,-8.55,554.6,215.0,-1.61,1.5,False,Antibiotics,False,False,selleckchem_L1300
Astragaloside IV,-8.55,,,-8.55,785.0,228.2,0.72,1.5,False,,False,False,selleckchem_L1300
Parecoxib,-8.05,,,-8.55,370.4,89.3,3.53,5.24,False,COX,False,False,selleckchem_L1300
Dipotassium glycyrrhizinate,-8.55,,,-8.55,820.9,272.7,-0.42,1.5,False,Immunology & Inflammation related,False,False,selleckchem_L1300
Ziprasidone HCl,-8.05,,,-8.55,412.9,48.5,3.81,4.58,True,"5-HT Receptor,Dopamine Receptor",False,False,selleckchem_L1300
Tofacitinib (CP-690550),-8.05,,,-8.55,312.4,88.9,1.54,5.75,False,"Apoptosis related,JAK",False,False,selleckchem_L1300
Barnidipine,-8.54,,,-8.54,491.5,111.0,3.82,2.67,False,Calcium Channel,False,False,selleckchem_L1300
Ganoderic acid A,-8.54,,,-8.54,516.7,129.0,4.13,0.9,False,Immunology & Inflammation related,False,False,selleckchem_L1300
Neratinib (HKI-272),-8.54,,,-8.54,557.1,112.4,5.93,1.13,False,"EGFR,HER2",False,False,selleckchem_L1300
Fluorometholone Acetate,-8.04,,,-8.54,418.5,80.7,3.49,4.75,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Apigenin (LY 080400),-8.04,,,-8.54,270.2,90.9,2.58,4.7,False,P450 (e.g. CYP17),False,False,selleckchem_L1300
Dexamethasone Sodium Phosphate,-8.54,,,-8.54,470.4,147.0,0.75,2.57,False,"Autophagy,Complement System,COVID-19,COX,IL Receptor",False,False,selleckchem_L1300
Vecuronium Bromide,-8.54,,,-8.54,557.8,55.8,5.97,3.0,False,AChR,False,False,selleckchem_L1300
Tecovirimat,-8.03,,,-8.53,376.3,66.5,2.4,5.57,True,Antiviral,False,False,selleckchem_L1300
Raloxifene,-8.53,,,-8.53,473.6,70.0,6.08,2.53,False,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Ursodeoxycholic acid sodium,-8.03,,,-8.53,391.6,80.6,3.14,4.8,False,Others,False,False,selleckchem_L1300
Resmetirom (MGL-3196),-8.53,,,-8.53,435.2,146.5,2.1,2.94,False,THR,False,False,selleckchem_L1300
Nicergoline,-8.53,,,-8.53,484.4,56.6,3.91,3.98,False,Adrenergic Receptor,False,False,selleckchem_L1300
Sitagliptin phosphate monohydrate,-8.03,,,-8.53,407.3,77.0,2.02,5.24,True,DPP,False,False,selleckchem_L1300
Fargesin,-8.02,,,-8.52,370.4,55.4,3.51,5.51,True,Adrenergic Receptor,False,False,selleckchem_L1300
Omaveloxolone (RTA-408),-8.52,,,-8.52,554.7,87.0,6.73,2.75,False,,False,False,selleckchem_L1300
Filgotinib (GLPG0634),-8.02,,,-8.52,425.5,96.7,1.98,4.71,False,JAK,False,False,selleckchem_L1300
Phentolamine Mesylate,-8.01,,,-8.51,281.4,47.9,2.84,5.25,True,Adrenergic Receptor,False,False,selleckchem_L1300
Lapatinib (GW-572016) Ditosylate,-8.51,,,-8.51,581.1,106.3,6.14,1.43,False,"EGFR,HER2",False,False,selleckchem_L1300
Alectinib (CH5424802),-8.51,,,-8.51,482.6,72.4,4.77,3.11,False,ALK,False,False,selleckchem_L1300
Elbasvir,-8.51,,,-8.51,882.0,188.8,8.12,0.0,False,HCV Protease,False,False,selleckchem_L1300
Sitagliptin,-8.01,,,-8.51,407.3,77.0,2.02,5.24,True,DPP,False,False,selleckchem_L1300
Aristolochic acid A,-8.0,,,-8.5,341.3,108.1,3.34,4.59,False,,False,False,selleckchem_L1300
Avacopan (CCX168),-8.5,,,-8.5,581.7,61.4,8.05,2.25,False,CD markers,False,False,selleckchem_L1300
Torcetrapib,-8.5,,,-8.5,600.5,59.1,8.2,3.0,False,CETP,False,False,selleckchem_L1300
HMN-214,-8.0,,,-8.5,424.5,90.6,3.24,5.1,False,PLK,False,False,selleckchem_L1300
Chlormadinone acetate,-8.0,,,-8.5,404.9,60.4,4.75,4.2,True,"5-alpha Reductase,Androgen Receptor",False,False,selleckchem_L1300
Ozenoxacin,-8.0,,,-8.5,363.4,84.2,3.76,4.65,False,Antibiotics,False,False,selleckchem_L1300
Deserpidine,-8.5,,,-8.5,578.7,108.6,4.16,2.45,False,ACE,False,False,selleckchem_L1300
(S)-10-Hydroxycamptothecin,-8.0,,,-8.5,364.4,101.6,1.79,4.62,False,Topoisomerase,False,False,selleckchem_L1300
Rolapitant,-8.49,,,-8.49,500.5,50.4,5.73,2.25,False,Neurokinin Receptor,False,False,selleckchem_L1300
Glyburide (Glibenclamide),-8.49,,,-8.49,494.0,113.6,3.64,1.65,False,Potassium Channel,False,False,selleckchem_L1300
Ceforanide,-8.49,,,-8.49,519.6,193.6,-0.71,1.5,False,Bacterial,False,False,selleckchem_L1300
Fenretinide (NSC 374551),-8.49,,,-8.49,391.6,49.3,6.86,3.41,True,Retinoid Receptor,False,False,selleckchem_L1300
